;№ Контура;Длина, м;Измерение внутреннего конца;Измерение наружного конца;Отсечка, мкм;ДМП@ 1,55;ДМП@ 1,55;Геометрия;Геометрия;Геометрия;Геометрия;Геометрия;Геометрия;Геометрия;Геометрия;Геометрия;Геометрия;Геометрия;Геометрия;Геометрия;Геометрия;Геометрия;Геометрия;Геометрия;В* 10-4;h* 10-5;Номер заготовки;Стержень 1;Стержень 2;Диаметр стержня ср.;Диаметр стержня 1 ср.;Диаметр стержня 2 ср.;Диаметр легированной части стержня 1 ср.;Диаметр легированной части стержня 2 ср.;Диаметр канала;Диаметр канала 1;Диаметр канала 2;Стержень 1;Стержень 1;Стержень 1;Стержень 1;Стержень 1;Стержень 2;Стержень 2;Стержень 2;Стержень 2;Стержень 2;Линия 1;Линия 2;Статус;Линия;Задание от технолога;Задание от технолога;Задание от технолога;Задание от технолога;Задание от технолога;Задание от технолога;Задание от технолога;Задание от технолога;Задание от технолога;Задание от технолога;Задание от технолога;Задание от технолога;Задание от технолога;Задание от технолога;Задание от технолога;Дата вытяжки;Скорость вытяжки мин.,м|мин;Скорость вытяжки сред.,м|мин;Скорость вытяжки макс.,м|мин;Диаметр по кварцу мин,мм;Диаметр по кварцу ср.,мм;Диаметр по кварцу макс,мм;Натяжение волокна мин, гр;Натяжение волокна сред, гр;Натяжение волокна макс, гр;Диаметр покрытия 1 мин, мкм;диаметр покрытия 1 сред., мкм;диаметр покрытия 1 макс, мкм;Диаметр покрытия 2 мин, мкм;диаметр покрытия 2 сред., мкм;диаметр покрытия 2 макс, мкм;Скорость подачи заготовки в печь мин., мм|мин;Скорость подачи заготовки в печь сред., мм|мин;Скорость подачи заготовки в печь макс., мм|мин;Количество волокна на выходе в режим до полной стабилизации, м;Количество волокна снятого с процесса, м;Количество обрывов во время вытяжки, шт;Количество зафиксированных (скачков) резких измененений скорости за время вытяжки;Температура вытяжки, град *;Степень полимеризации;Степень полимеризации. Метод экстракции;Рецепт отверждения полимеров;Технические работы;Технические работы;Технические работы;Технические работы;Технические работы;Технические работы;Стрежень 1;Стрежень 1;Стрежень 1;Стрежень 1;Стрежень 1;Стрежень 2;Стрежень 2;Стрежень 2;Стрежень 2;Стрежень 2;Номер преформы;Преформа;Преформа;Преформа;Преформа;Преформа;Преформа;Преформа;Преформа
1449;PS001114-A180520-1/1-2;1200;33183;33184;1378.6;7.416;7.7829;131.575;81.035;167.555;6.4399999999999995;0.15500000000000003;0.76;4.775;0.825;0.095;17.865000000000002;18.134999999999998;2.48;1.925;15.96;16.05;0.125;0.065;6.95;0.08;PS001114-A180520-1;CK002857-D020620;CK002857-D020620;7.189;7.189;7.189;5.720000000000001;5.7;7.29;7.29;7.29;Rec-CK002856-D010620;2020-06-02 08:00:00;24.3;14.3;8.8;Rec-CK002856-D010620;2020-06-02 08:00:00;24.3;14.3;8.8;3;3.0;На контроль;;1700.0;13.85;1940.0;40.0;80.2;1925.0;38.0;43.0;166.0;203.0;129.0;169.0;25.75;175.0;160.0;2020-06-11 00:00:00;38.0;41.0;45.0;78.5;80.0;81.4;40.0;48.0;56.0;129.3;130.0;130.8;169.0;170.7;172.5;0.43;0.43;0.43;650.0;8500.0;0.0;0.0;1925.0;99.07;;;2020-06-02 00:00:00;2020-06-02 00:00:00;2020-06-02 00:00:00;53.0;2018-06-06 00:00:00;3235.0;0.00019411764705882357;-0.007529411764705884;0.0077235294117647055;5.779117647058824;10.540117647058823;0.00019411764705882357;-0.007529411764705884;0.0077235294117647055;5.779117647058824;10.540117647058823;PS001114-A180520;0.0102875;2.007875;0.018250000000000002;0.019375;4.89525;4.9595;4.615;5.023
1450;PS001114-A180520-1/1-3;1200;33185;33186;1381.3200000000002;7.41535;7.77;131.69;81.025;167.59;6.48;0.37;0.775;3.49;0.635;0.095;18.045;18.185000000000002;2.42;2.5650000000000004;16.065;15.875;0.115;0.08499999999999999;7.05;0.06;PS001114-A180520-1;CK002857-D020620;CK002857-D020620;7.189;7.189;7.189;5.720000000000001;5.7;7.29;7.29;7.29;Rec-CK002856-D010620;2020-06-02 08:00:00;24.3;14.3;8.8;Rec-CK002856-D010620;2020-06-02 08:00:00;24.3;14.3;8.8;3;3.0;На контроль;;1700.0;13.85;1940.0;40.0;80.2;1925.0;38.0;43.0;166.0;203.0;129.0;169.0;25.75;175.0;160.0;2020-06-11 00:00:00;38.0;41.0;45.0;78.5;80.0;81.4;40.0;48.0;56.0;129.3;130.0;130.8;169.0;170.7;172.5;0.43;0.43;0.43;650.0;8500.0;0.0;0.0;1925.0;99.07;;;2020-06-02 00:00:00;2020-06-02 00:00:00;2020-06-02 00:00:00;53.0;2018-06-06 00:00:00;3235.0;0.00019411764705882357;-0.007529411764705884;0.0077235294117647055;5.779117647058824;10.540117647058823;0.00019411764705882357;-0.007529411764705884;0.0077235294117647055;5.779117647058824;10.540117647058823;PS001114-A180520;0.0102875;2.007875;0.018250000000000002;0.019375;4.89525;4.9595;4.615;5.023
1451;PS001114-A180520-1/1-4;1100;33187;33188;1368.9850000000001;7.3983;7.75935;131.855;80.88;167.435;6.455;0.275;0.62;3.065;0.45999999999999996;0.09;18.09;18.130000000000003;2.3449999999999998;2.885;16.020000000000003;15.82;0.06;0.1;7.1;0.12;PS001114-A180520-1;CK002857-D020620;CK002857-D020620;7.189;7.189;7.189;5.720000000000001;5.7;7.29;7.29;7.29;Rec-CK002856-D010620;2020-06-02 08:00:00;24.3;14.3;8.8;Rec-CK002856-D010620;2020-06-02 08:00:00;24.3;14.3;8.8;3;3.0;На контроль;;1700.0;13.85;1940.0;40.0;80.2;1925.0;38.0;43.0;166.0;203.0;129.0;169.0;25.75;175.0;160.0;2020-06-11 00:00:00;38.0;41.0;45.0;78.5;80.0;81.4;40.0;48.0;56.0;129.3;130.0;130.8;169.0;170.7;172.5;0.43;0.43;0.43;650.0;8500.0;0.0;0.0;1925.0;99.07;;;2020-06-02 00:00:00;2020-06-02 00:00:00;2020-06-02 00:00:00;53.0;2018-06-06 00:00:00;3235.0;0.00019411764705882357;-0.007529411764705884;0.0077235294117647055;5.779117647058824;10.540117647058823;0.00019411764705882357;-0.007529411764705884;0.0077235294117647055;5.779117647058824;10.540117647058823;PS001114-A180520;0.0102875;2.007875;0.018250000000000002;0.019375;4.89525;4.9595;4.615;5.023
1452;PS001114-A180520-1/1-5;1100;33189;33190;1368.5149999999999;7.38995;7.7469;131.97;80.96000000000001;166.975;6.49;0.09;0.59;2.96;0.695;0.165;18.145000000000003;18.155;1.9300000000000002;2.42;16.085;15.8;0.045;0.105;7.1;0.15;PS001114-A180520-1;CK002857-D020620;CK002857-D020620;7.189;7.189;7.189;5.720000000000001;5.7;7.29;7.29;7.29;Rec-CK002856-D010620;2020-06-02 08:00:00;24.3;14.3;8.8;Rec-CK002856-D010620;2020-06-02 08:00:00;24.3;14.3;8.8;3;3.0;На контроль;;1700.0;13.85;1940.0;40.0;80.2;1925.0;38.0;43.0;166.0;203.0;129.0;169.0;25.75;175.0;160.0;2020-06-11 00:00:00;38.0;41.0;45.0;78.5;80.0;81.4;40.0;48.0;56.0;129.3;130.0;130.8;169.0;170.7;172.5;0.43;0.43;0.43;650.0;8500.0;0.0;0.0;1925.0;99.07;;;2020-06-02 00:00:00;2020-06-02 00:00:00;2020-06-02 00:00:00;53.0;2018-06-06 00:00:00;3235.0;0.00019411764705882357;-0.007529411764705884;0.0077235294117647055;5.779117647058824;10.540117647058823;0.00019411764705882357;-0.007529411764705884;0.0077235294117647055;5.779117647058824;10.540117647058823;PS001114-A180520;0.0102875;2.007875;0.018250000000000002;0.019375;4.89525;4.9595;4.615;5.023
1453;PS001114-A180520-1/1-6;1100;33191;33192;1375.8899999999999;7.3892500000000005;7.74085;131.765;80.865;167.51999999999998;6.535;0.33499999999999996;0.6950000000000001;2.5300000000000002;0.695;0.135;18.145000000000003;18.16;2.09;1.845;15.965;15.879999999999999;0.115;0.135;7.1;0.15;PS001114-A180520-1;CK002857-D020620;CK002857-D020620;7.189;7.189;7.189;5.720000000000001;5.7;7.29;7.29;7.29;Rec-CK002856-D010620;2020-06-02 08:00:00;24.3;14.3;8.8;Rec-CK002856-D010620;2020-06-02 08:00:00;24.3;14.3;8.8;3;3.0;На контроль;;1700.0;13.85;1940.0;40.0;80.2;1925.0;38.0;43.0;166.0;203.0;129.0;169.0;25.75;175.0;160.0;2020-06-11 00:00:00;38.0;41.0;45.0;78.5;80.0;81.4;40.0;48.0;56.0;129.3;130.0;130.8;169.0;170.7;172.5;0.43;0.43;0.43;650.0;8500.0;0.0;0.0;1925.0;99.07;;;2020-06-02 00:00:00;2020-06-02 00:00:00;2020-06-02 00:00:00;53.0;2018-06-06 00:00:00;3235.0;0.00019411764705882357;-0.007529411764705884;0.0077235294117647055;5.779117647058824;10.540117647058823;0.00019411764705882357;-0.007529411764705884;0.0077235294117647055;5.779117647058824;10.540117647058823;PS001114-A180520;0.0102875;2.007875;0.018250000000000002;0.019375;4.89525;4.9595;4.615;5.023
1454;PS001114-A180520-3/1-1;1200;33228;33229;1403.58;7.37715;7.73875;131.98;81.29;166.63;6.4399999999999995;0.9850000000000001;0.61;10.065;1.12;0.31;18.23;18.09;3.565;2.545;15.705;16.205;0.14500000000000002;0.21000000000000002;7.15;0.14;PS001114-A180520-3;CK002858-D020620;CK002858-D020620;7.189;7.189;7.1905;5.7;5.695;7.29;7.29;7.29;Rec-CK002856-D010620;2020-06-02 17:00:00;24.2;13.6;8.7;Rec-CK002856-D010620;2020-06-02 17:00:00;24.2;13.6;8.7;3;3.0;На контроль;;1700.0;14.0;1940.0;40.0;80.2;1925.0;38.0;45.0;166.0;203.0;129.0;169.0;25.53;165.0;150.0;2020-06-15 00:00:00;40.0;42.0;44.0;78.5;79.9;81.7;43.0;48.0;53.0;129.0;129.9;130.8;168.6;170.2;171.6;0.44;0.44;0.44;700.0;6000.0;0.0;0.0;1925.0;99.69;;;2020-06-02 00:00:00;2020-06-02 00:00:00;2020-06-02 00:00:00;59.0;2018-06-06 00:00:00;3241.0;0.0004;-0.007557894736842104;0.007957894736842105;5.761947368421054;10.52778947368421;0.0004;-0.007557894736842104;0.007957894736842105;5.761947368421054;10.52778947368421;PS001114-A180520;0.0102875;2.007875;0.018250000000000002;0.019375;4.89525;4.9595;4.615;5.023
1455;PS001114-A180520-3/1-2;1200;33230;33231;1375.105;7.39545;7.75405;131.92000000000002;80.975;166.32;6.3149999999999995;0.765;0.8200000000000001;10.49;0.69;0.18;18.11;18.134999999999998;4.545;3.3600000000000003;15.844999999999999;15.965;0.17;0.125;7.1;0.19;PS001114-A180520-3;CK002858-D020620;CK002858-D020620;7.189;7.189;7.1905;5.7;5.695;7.29;7.29;7.29;Rec-CK002856-D010620;2020-06-02 17:00:00;24.2;13.6;8.7;Rec-CK002856-D010620;2020-06-02 17:00:00;24.2;13.6;8.7;3;3.0;На контроль;;1700.0;14.0;1940.0;40.0;80.2;1925.0;38.0;45.0;166.0;203.0;129.0;169.0;25.53;165.0;150.0;2020-06-15 00:00:00;40.0;42.0;44.0;78.5;79.9;81.7;43.0;48.0;53.0;129.0;129.9;130.8;168.6;170.2;171.6;0.44;0.44;0.44;700.0;6000.0;0.0;0.0;1925.0;99.69;;;2020-06-02 00:00:00;2020-06-02 00:00:00;2020-06-02 00:00:00;59.0;2018-06-06 00:00:00;3241.0;0.0004;-0.007557894736842104;0.007957894736842105;5.761947368421054;10.52778947368421;0.0004;-0.007557894736842104;0.007957894736842105;5.761947368421054;10.52778947368421;PS001114-A180520;0.0102875;2.007875;0.018250000000000002;0.019375;4.89525;4.9595;4.615;5.023
1456;PS001114-A180520-3/1-3;1100;33232;33233;1373.955;7.431100000000001;7.7859;131.805;81.115;166.315;6.425000000000001;0.46;0.6950000000000001;8.620000000000001;0.585;0.20500000000000002;18.03;18.049999999999997;3.24;2.795;16.035;15.94;0.045;0.12;7.05;0.13;PS001114-A180520-3;CK002858-D020620;CK002858-D020620;7.189;7.189;7.1905;5.7;5.695;7.29;7.29;7.29;Rec-CK002856-D010620;2020-06-02 17:00:00;24.2;13.6;8.7;Rec-CK002856-D010620;2020-06-02 17:00:00;24.2;13.6;8.7;3;3.0;На контроль;;1700.0;14.0;1940.0;40.0;80.2;1925.0;38.0;45.0;166.0;203.0;129.0;169.0;25.53;165.0;150.0;2020-06-15 00:00:00;40.0;42.0;44.0;78.5;79.9;81.7;43.0;48.0;53.0;129.0;129.9;130.8;168.6;170.2;171.6;0.44;0.44;0.44;700.0;6000.0;0.0;0.0;1925.0;99.69;;;2020-06-02 00:00:00;2020-06-02 00:00:00;2020-06-02 00:00:00;59.0;2018-06-06 00:00:00;3241.0;0.0004;-0.007557894736842104;0.007957894736842105;5.761947368421054;10.52778947368421;0.0004;-0.007557894736842104;0.007957894736842105;5.761947368421054;10.52778947368421;PS001114-A180520;0.0102875;2.007875;0.018250000000000002;0.019375;4.89525;4.9595;4.615;5.023
1457;PS001114-A180520-3/1-4;1100;33234;33235;1390.725;7.4395500000000006;7.8041;132.04500000000002;81.02;166.31;6.4;0.245;0.7;9.985;0.5;0.235;18.009999999999998;18.0;1.8050000000000002;2.25;16.16;16.015;0.1;0.165;7.05;0.09;PS001114-A180520-3;CK002858-D020620;CK002858-D020620;7.189;7.189;7.1905;5.7;5.695;7.29;7.29;7.29;Rec-CK002856-D010620;2020-06-02 17:00:00;24.2;13.6;8.7;Rec-CK002856-D010620;2020-06-02 17:00:00;24.2;13.6;8.7;3;3.0;На контроль;;1700.0;14.0;1940.0;40.0;80.2;1925.0;38.0;45.0;166.0;203.0;129.0;169.0;25.53;165.0;150.0;2020-06-15 00:00:00;40.0;42.0;44.0;78.5;79.9;81.7;43.0;48.0;53.0;129.0;129.9;130.8;168.6;170.2;171.6;0.44;0.44;0.44;700.0;6000.0;0.0;0.0;1925.0;99.69;;;2020-06-02 00:00:00;2020-06-02 00:00:00;2020-06-02 00:00:00;59.0;2018-06-06 00:00:00;3241.0;0.0004;-0.007557894736842104;0.007957894736842105;5.761947368421054;10.52778947368421;0.0004;-0.007557894736842104;0.007957894736842105;5.761947368421054;10.52778947368421;PS001114-A180520;0.0102875;2.007875;0.018250000000000002;0.019375;4.89525;4.9595;4.615;5.023
1458;PS001114-A180520-3/1-5;1100;33236;33237;1385.355;7.4232499999999995;7.7969;132.265;80.89;166.36;6.41;0.15;0.77;9.125;0.6799999999999999;0.245;18.025;17.990000000000002;2.2199999999999998;4.07;16.045;16.18;0.105;0.155;7.1;0.13;PS001114-A180520-3;CK002858-D020620;CK002858-D020620;7.189;7.189;7.1905;5.7;5.695;7.29;7.29;7.29;Rec-CK002856-D010620;2020-06-02 17:00:00;24.2;13.6;8.7;Rec-CK002856-D010620;2020-06-02 17:00:00;24.2;13.6;8.7;3;3.0;На контроль;;1700.0;14.0;1940.0;40.0;80.2;1925.0;38.0;45.0;166.0;203.0;129.0;169.0;25.53;165.0;150.0;2020-06-15 00:00:00;40.0;42.0;44.0;78.5;79.9;81.7;43.0;48.0;53.0;129.0;129.9;130.8;168.6;170.2;171.6;0.44;0.44;0.44;700.0;6000.0;0.0;0.0;1925.0;99.69;;;2020-06-02 00:00:00;2020-06-02 00:00:00;2020-06-02 00:00:00;59.0;2018-06-06 00:00:00;3241.0;0.0004;-0.007557894736842104;0.007957894736842105;5.761947368421054;10.52778947368421;0.0004;-0.007557894736842104;0.007957894736842105;5.761947368421054;10.52778947368421;PS001114-A180520;0.0102875;2.007875;0.018250000000000002;0.019375;4.89525;4.9595;4.615;5.023
1459;PS001115-A190520-1/1-1;1200;33238;33239;1375.15;7.47695;7.829750000000001;132.185;81.355;167.61;6.5;0.7749999999999999;0.58;5.8;1.0;0.215;17.85;17.83;4.255;5.025;15.02;16.025;0.1;0.045000000000000005;7.15;0.16;PS001115-A190520-1;CK002849-D260520;CK002856-D010620;7.189;7.189;7.189500000000001;5.725;5.715;7.29;7.29;7.29;Rec-CK002749-D310120;2020-05-26 07:50:00;24.8;11.2;9.4;Rec-CK002856-D010620;2020-06-01 09:25:00;24.3;14.9;8.9;3;3.0;На контроль;;1700.0;13.55;1940.0;40.0;80.2;1925.0;41.0;43.0;166.0;203.0;129.0;166.5;26.19;166.0;151.0;2020-06-16 00:00:00;40.0;42.5;45.0;78.8;80.2;81.3;42.0;49.0;56.0;129.1;129.9;130.7;168.8;170.2;171.9;0.42;0.42;0.42;700.0;7000.0;0.0;0.0;1925.0;;;;2020-06-02 00:00:00;2020-06-02 00:00:00;2020-06-02 00:00:00;69.0;2018-06-06 00:00:00;3251.0;0.0003777777777777779;-0.007516666666666668;0.007894444444444447;5.813944444444444;10.571555555555555;0.0001666666666666667;-0.00753888888888889;0.007705555555555557;5.8069999999999995;10.550555555555555;PS001115-A190520;0.010075;2.038125;0.018250000000000002;0.023875;4.9830000000000005;5.0555;4.656000000000001;5.13
1460;PS001115-A190520-1/1-2;1100;33240;33241;1402.6;7.46305;7.79985;132.29500000000002;81.24000000000001;167.89;6.515;0.935;0.5549999999999999;4.155;1.01;0.42;17.994999999999997;17.91;3.32;3.27;15.215;15.63;0.075;0.155;7.25;0.15;PS001115-A190520-1;CK002849-D260520;CK002856-D010620;7.189;7.189;7.189500000000001;5.725;5.715;7.29;7.29;7.29;Rec-CK002749-D310120;2020-05-26 07:50:00;24.8;11.2;9.4;Rec-CK002856-D010620;2020-06-01 09:25:00;24.3;14.9;8.9;3;3.0;На контроль;;1700.0;13.55;1940.0;40.0;80.2;1925.0;41.0;43.0;166.0;203.0;129.0;166.5;26.19;166.0;151.0;2020-06-16 00:00:00;40.0;42.5;45.0;78.8;80.2;81.3;42.0;49.0;56.0;129.1;129.9;130.7;168.8;170.2;171.9;0.42;0.42;0.42;700.0;7000.0;0.0;0.0;1925.0;;;;2020-06-02 00:00:00;2020-06-02 00:00:00;2020-06-02 00:00:00;69.0;2018-06-06 00:00:00;3251.0;0.0003777777777777779;-0.007516666666666668;0.007894444444444447;5.813944444444444;10.571555555555555;0.0001666666666666667;-0.00753888888888889;0.007705555555555557;5.8069999999999995;10.550555555555555;PS001115-A190520;0.010075;2.038125;0.018250000000000002;0.023875;4.9830000000000005;5.0555;4.656000000000001;5.13
1461;PS001115-A190520-1/1-3;1100;33242;33243;1386.675;7.44725;7.78;132.095;80.86;167.45999999999998;6.475;1.06;0.6699999999999999;6.115;1.045;0.32999999999999996;17.895;18.060000000000002;4.68;4.35;15.55;15.075;0.0;0.20500000000000002;7.3;0.08;PS001115-A190520-1;CK002849-D260520;CK002856-D010620;7.189;7.189;7.189500000000001;5.725;5.715;7.29;7.29;7.29;Rec-CK002749-D310120;2020-05-26 07:50:00;24.8;11.2;9.4;Rec-CK002856-D010620;2020-06-01 09:25:00;24.3;14.9;8.9;3;3.0;На контроль;;1700.0;13.55;1940.0;40.0;80.2;1925.0;41.0;43.0;166.0;203.0;129.0;166.5;26.19;166.0;151.0;2020-06-16 00:00:00;40.0;42.5;45.0;78.8;80.2;81.3;42.0;49.0;56.0;129.1;129.9;130.7;168.8;170.2;171.9;0.42;0.42;0.42;700.0;7000.0;0.0;0.0;1925.0;;;;2020-06-02 00:00:00;2020-06-02 00:00:00;2020-06-02 00:00:00;69.0;2018-06-06 00:00:00;3251.0;0.0003777777777777779;-0.007516666666666668;0.007894444444444447;5.813944444444444;10.571555555555555;0.0001666666666666667;-0.00753888888888889;0.007705555555555557;5.8069999999999995;10.550555555555555;PS001115-A190520;0.010075;2.038125;0.018250000000000002;0.023875;4.9830000000000005;5.0555;4.656000000000001;5.13
1462;PS001115-A190520-1/1-4;1200;33244;33245;1372.76;7.43665;7.792350000000001;131.95499999999998;80.72999999999999;166.89;6.425000000000001;0.6200000000000001;0.735;5.095000000000001;1.1400000000000001;0.265;17.775;17.759999999999998;3.46;3.25;15.790000000000001;15.129999999999999;0.045;0.13;7.1;0.1;PS001115-A190520-1;CK002849-D260520;CK002856-D010620;7.189;7.189;7.189500000000001;5.725;5.715;7.29;7.29;7.29;Rec-CK002749-D310120;2020-05-26 07:50:00;24.8;11.2;9.4;Rec-CK002856-D010620;2020-06-01 09:25:00;24.3;14.9;8.9;3;3.0;На контроль;;1700.0;13.55;1940.0;40.0;80.2;1925.0;41.0;43.0;166.0;203.0;129.0;166.5;26.19;166.0;151.0;2020-06-16 00:00:00;40.0;42.5;45.0;78.8;80.2;81.3;42.0;49.0;56.0;129.1;129.9;130.7;168.8;170.2;171.9;0.42;0.42;0.42;700.0;7000.0;0.0;0.0;1925.0;;;;2020-06-02 00:00:00;2020-06-02 00:00:00;2020-06-02 00:00:00;69.0;2018-06-06 00:00:00;3251.0;0.0003777777777777779;-0.007516666666666668;0.007894444444444447;5.813944444444444;10.571555555555555;0.0001666666666666667;-0.00753888888888889;0.007705555555555557;5.8069999999999995;10.550555555555555;PS001115-A190520;0.010075;2.038125;0.018250000000000002;0.023875;4.9830000000000005;5.0555;4.656000000000001;5.13
1463;PS001115-A190520-1/1-5;1200;33281;33282;1373.345;7.4544999999999995;7.8197;132.155;81.03999999999999;167.22;6.484999999999999;0.185;0.5800000000000001;2.8200000000000003;0.96;0.395;17.585;17.66;1.87;2.0100000000000002;16.115000000000002;15.25;0.14500000000000002;0.045;6.95;0.12;PS001115-A190520-1;CK002849-D260520;CK002856-D010620;7.189;7.189;7.189500000000001;5.725;5.715;7.29;7.29;7.29;Rec-CK002749-D310120;2020-05-26 07:50:00;24.8;11.2;9.4;Rec-CK002856-D010620;2020-06-01 09:25:00;24.3;14.9;8.9;3;3.0;На контроль;;1700.0;13.55;1940.0;40.0;80.2;1925.0;41.0;43.0;166.0;203.0;129.0;166.5;26.19;166.0;151.0;2020-06-16 00:00:00;40.0;42.5;45.0;78.8;80.2;81.3;42.0;49.0;56.0;129.1;129.9;130.7;168.8;170.2;171.9;0.42;0.42;0.42;700.0;7000.0;0.0;0.0;1925.0;;;;2020-06-02 00:00:00;2020-06-02 00:00:00;2020-06-02 00:00:00;69.0;2018-06-06 00:00:00;3251.0;0.0003777777777777779;-0.007516666666666668;0.007894444444444447;5.813944444444444;10.571555555555555;0.0001666666666666667;-0.00753888888888889;0.007705555555555557;5.8069999999999995;10.550555555555555;PS001115-A190520;0.010075;2.038125;0.018250000000000002;0.023875;4.9830000000000005;5.0555;4.656000000000001;5.13
1464;PS001115-A190520-1/1-6;1100;33283;33284;1367.345;7.4602;7.818;132.175;80.91499999999999;167.485;6.525;0.445;0.67;2.7800000000000002;1.095;0.305;17.885;17.825;1.74;1.855;15.685;15.795000000000002;0.035;0.025;7.05;0.14;PS001115-A190520-1;CK002849-D260520;CK002856-D010620;7.189;7.189;7.189500000000001;5.725;5.715;7.29;7.29;7.29;Rec-CK002749-D310120;2020-05-26 07:50:00;24.8;11.2;9.4;Rec-CK002856-D010620;2020-06-01 09:25:00;24.3;14.9;8.9;3;3.0;На контроль;;1700.0;13.55;1940.0;40.0;80.2;1925.0;41.0;43.0;166.0;203.0;129.0;166.5;26.19;166.0;151.0;2020-06-16 00:00:00;40.0;42.5;45.0;78.8;80.2;81.3;42.0;49.0;56.0;129.1;129.9;130.7;168.8;170.2;171.9;0.42;0.42;0.42;700.0;7000.0;0.0;0.0;1925.0;;;;2020-06-02 00:00:00;2020-06-02 00:00:00;2020-06-02 00:00:00;69.0;2018-06-06 00:00:00;3251.0;0.0003777777777777779;-0.007516666666666668;0.007894444444444447;5.813944444444444;10.571555555555555;0.0001666666666666667;-0.00753888888888889;0.007705555555555557;5.8069999999999995;10.550555555555555;PS001115-A190520;0.010075;2.038125;0.018250000000000002;0.023875;4.9830000000000005;5.0555;4.656000000000001;5.13
1465;PS001112-A110520-2/1-1;1100;33839;33840;1371.2350000000001;7.48175;7.8065999999999995;132.38;80.655;167.035;6.49;0.565;0.645;5.18;1.28;0.20500000000000002;18.045;18.325;6.115;2.06;16.009999999999998;15.81;0.25;0.18;6.9;0.19;PS001112-A110520-2;CK002849-D260520;CK002849-D260520;7.192;7.192;7.192;5.715;5.71;7.292999999999999;7.292999999999999;7.292999999999999;Rec-CK002749-D310120;2020-05-26 07:50:00;24.8;11.2;9.4;Rec-CK002749-D310120;2020-05-26 07:50:00;24.8;11.2;9.4;3;3.0;На контроль;;1705.0;14.0;1940.0;40.0;79.8;1925.0;35.0;40.0;166.0;203.0;129.0;169.0;25.43;177.0;155.0;2020-07-07 00:00:00;35.0;37.0;39.0;78.3;79.5;80.6;36.0;41.0;47.0;128.9;129.6;130.4;168.2;169.4;170.5;0.41;0.41;0.41;650.0;7000.0;0.0;0.0;1925.0;99.26;;;2020-07-06 00:00:00;2020-07-06 00:00:00;2020-06-02 00:00:00;172.0;2020-06-02 00:00:00;3354.0;0.0003777777777777779;-0.007516666666666668;0.007894444444444447;5.813944444444444;10.571555555555555;0.0003777777777777779;-0.007516666666666668;0.007894444444444447;5.813944444444444;10.571555555555555;PS001112-A110520;0.0100875;2.035125;0.013874999999999998;0.012375;4.951875;5.0095;4.641;5.085
1466;PS001112-A110520-2/1-2;1100;33841;33842;1362.05;7.456849999999999;7.81065;132.38;80.715;166.76;6.445;0.5900000000000001;0.82;6.415;1.2349999999999999;0.13;18.095;18.27;5.42;2.37;16.085;15.760000000000002;0.15000000000000002;0.175;6.85;0.12;PS001112-A110520-2;CK002849-D260520;CK002849-D260520;7.192;7.192;7.192;5.715;5.71;7.292999999999999;7.292999999999999;7.292999999999999;Rec-CK002749-D310120;2020-05-26 07:50:00;24.8;11.2;9.4;Rec-CK002749-D310120;2020-05-26 07:50:00;24.8;11.2;9.4;3;3.0;На контроль;;1705.0;14.0;1940.0;40.0;79.8;1925.0;35.0;40.0;166.0;203.0;129.0;169.0;25.43;177.0;155.0;2020-07-07 00:00:00;35.0;37.0;39.0;78.3;79.5;80.6;36.0;41.0;47.0;128.9;129.6;130.4;168.2;169.4;170.5;0.41;0.41;0.41;650.0;7000.0;0.0;0.0;1925.0;99.26;;;2020-07-06 00:00:00;2020-07-06 00:00:00;2020-06-02 00:00:00;172.0;2020-06-02 00:00:00;3354.0;0.0003777777777777779;-0.007516666666666668;0.007894444444444447;5.813944444444444;10.571555555555555;0.0003777777777777779;-0.007516666666666668;0.007894444444444447;5.813944444444444;10.571555555555555;PS001112-A110520;0.0100875;2.035125;0.013874999999999998;0.012375;4.951875;5.0095;4.641;5.085
1467;PS001112-A110520-2/1-3;1100;33843;33844;1370.02;7.4818;7.8416;132.505;80.95;166.83499999999998;6.495;0.535;0.825;4.71;1.12;0.11;18.23;18.275;4.085;2.635;16.16;15.95;0.12000000000000001;0.11;6.8;0.09;PS001112-A110520-2;CK002849-D260520;CK002849-D260520;7.192;7.192;7.192;5.715;5.71;7.292999999999999;7.292999999999999;7.292999999999999;Rec-CK002749-D310120;2020-05-26 07:50:00;24.8;11.2;9.4;Rec-CK002749-D310120;2020-05-26 07:50:00;24.8;11.2;9.4;3;3.0;На контроль;;1705.0;14.0;1940.0;40.0;79.8;1925.0;35.0;40.0;166.0;203.0;129.0;169.0;25.43;177.0;155.0;2020-07-07 00:00:00;35.0;37.0;39.0;78.3;79.5;80.6;36.0;41.0;47.0;128.9;129.6;130.4;168.2;169.4;170.5;0.41;0.41;0.41;650.0;7000.0;0.0;0.0;1925.0;99.26;;;2020-07-06 00:00:00;2020-07-06 00:00:00;2020-06-02 00:00:00;172.0;2020-06-02 00:00:00;3354.0;0.0003777777777777779;-0.007516666666666668;0.007894444444444447;5.813944444444444;10.571555555555555;0.0003777777777777779;-0.007516666666666668;0.007894444444444447;5.813944444444444;10.571555555555555;PS001112-A110520;0.0100875;2.035125;0.013874999999999998;0.012375;4.951875;5.0095;4.641;5.085
